Test Case,Algorithm,Execution Time,std
r 10000 0.1180,Q,0,0.1180
r 10000 0.1180,R,0,0.1180
r 10000 0.1181,H,0,0.1181
r 10000 0.1181,M,0,0.1181
r 10000 0.1181,Q,0,0.1181
r 10000 0.1181,R,0,0.1181
r 10000 0.1182,H,0,0.1182
r 10000 0.1182,M,0,0.1182
r 10000 0.1182,Q,0,0.1182
r 10000 0.1182,R,0,0.1182
r 10000 0.1183,H,0,0.1183
r 10000 0.1183,M,1,0.1183
r 10000 0.1183,Q,0,0.1183
r 10000 0.1183,R,0,0.1183
r 10000 0.1184,H,0,0.1184
r 10000 0.1184,M,0,0.1184
r 10000 0.1184,Q,0,0.1184
r 10000 0.1184,R,0,0.1184
r 10000 0.1185,H,0,0.1185
r 10000 0.1185,M,0,0.1185
r 10000 0.1185,Q,0,0.1185
r 10000 0.1185,R,0,0.1185
r 10000 0.1186,H,0,0.1186
r 10000 0.1186,M,0,0.1186
r 10000 0.1186,Q,0,0.1186
r 10000 0.1186,R,0,0.1186
r 10000 0.1187,H,0,0.1187
r 10000 0.1187,M,0,0.1187
r 10000 0.1187,Q,0,0.1187
r 10000 0.1187,R,1,0.1187
r 10000 0.1188,H,0,0.1188
r 10000 0.1188,M,0,0.1188
r 10000 0.1188,Q,0,0.1188
r 10000 0.1188,R,0,0.1188
r 10000 0.1189,H,0,0.1189
r 10000 0.1189,M,0,0.1189
r 10000 0.1189,Q,0,0.1189
r 10000 0.1189,R,0,0.1189
r 10000 0.1190,H,0,0.1190
r 10000 0.1190,M,0,0.1190
r 10000 0.1190,Q,0,0.1190
r 10000 0.1190,R,0,0.1190
r 10000 0.1191,H,0,0.1191
r 10000 0.1191,M,0,0.1191
r 10000 0.1191,Q,0,0.1191
r 10000 0.1191,R,0,0.1191
r 10000 0.1192,H,0,0.1192
r 10000 0.1192,M,1,0.1192
r 10000 0.1192,Q,0,0.1192
r 10000 0.1192,R,0,0.1192
r 10000 0.1193,H,0,0.1193
r 10000 0.1193,M,0,0.1193
r 10000 0.1193,Q,0,0.1193
r 10000 0.1193,R,0,0.1193
r 10000 0.1194,H,1,0.1194
r 10000 0.1194,M,0,0.1194
r 10000 0.1194,Q,0,0.1194
r 10000 0.1194,R,0,0.1194
r 10000 0.1195,H,0,0.1195
r 10000 0.1195,M,1,0.1195
r 10000 0.1195,Q,0,0.1195
r 10000 0.1195,R,0,0.1195
r 10000 0.1196,H,0,0.1196
r 10000 0.1196,M,0,0.1196
r 10000 0.1196,Q,0,0.1196
r 10000 0.1196,R,0,0.1196
r 10000 0.1197,H,1,0.1197
r 10000 0.1197,M,0,0.1197
r 10000 0.1197,Q,0,0.1197
r 10000 0.1197,R,0,0.1197
r 10000 0.1198,H,0,0.1198
r 10000 0.1198,M,1,0.1198
r 10000 0.1198,Q,0,0.1198
r 10000 0.1198,R,0,0.1198
r 10000 0.1199,H,0,0.1199
r 10000 0.1199,M,1,0.1199
r 10000 0.1199,Q,0,0.1199
r 10000 0.1199,R,0,0.1199
r 10000 0.1200,H,0,0.1200
r 10000 0.1200,M,1,0.1200
r 10000 0.1200,Q,0,0.1200
r 10000 0.1200,R,0,0.1200
r 10000 0.1201,H,0,0.1201
r 10000 0.1201,M,0,0.1201
r 10000 0.1201,Q,0,0.1201
r 10000 0.1201,R,0,0.1201
r 10000 0.1202,H,0,0.1202
r 10000 0.1202,M,0,0.1202
r 10000 0.1202,Q,0,0.1202
r 10000 0.1202,R,0,0.1202
r 10000 0.1203,H,0,0.1203
r 10000 0.1203,M,0,0.1203
r 10000 0.1203,Q,0,0.1203
r 10000 0.1203,R,1,0.1203
r 10000 0.1204,H,0,0.1204
r 10000 0.1204,M,1,0.1204
r 10000 0.1204,Q,0,0.1204
r 10000 0.1204,R,0,0.1204
r 10000 0.1205,H,0,0.1205
r 10000 0.1205,M,0,0.1205
r 10000 0.1205,Q,0,0.1205
r 10000 0.1205,R,0,0.1205
r 10000 0.1206,H,0,0.1206
r 10000 0.1206,M,1,0.1206
r 10000 0.1206,Q,0,0.1206
r 10000 0.1206,R,0,0.1206
r 10000 0.1207,H,0,0.1207
r 10000 0.1207,M,0,0.1207
r 10000 0.1207,Q,0,0.1207
r 10000 0.1207,R,0,0.1207
r 10000 0.1208,H,0,0.1208
r 10000 0.1208,M,0,0.1208
r 10000 0.1208,Q,0,0.1208
r 10000 0.1208,R,0,0.1208
r 10000 0.1209,H,0,0.1209
r 10000 0.1209,M,0,0.1209
r 10000 0.1209,Q,0,0.1209
r 10000 0.1209,R,0,0.1209
r 10000 0.1210,H,0,0.1210
r 10000 0.1210,M,0,0.1210
r 10000 0.1210,Q,0,0.1210
r 10000 0.1210,R,0,0.1210
r 10000 0.1211,H,0,0.1211
r 10000 0.1211,M,0,0.1211
r 10000 0.1211,Q,0,0.1211
r 10000 0.1211,R,0,0.1211
r 10000 0.1212,H,0,0.1212
r 10000 0.1212,M,0,0.1212
r 10000 0.1212,Q,0,0.1212
r 10000 0.1212,R,0,0.1212
r 10000 0.1213,H,0,0.1213
r 10000 0.1213,M,0,0.1213
r 10000 0.1213,Q,0,0.1213
r 10000 0.1213,R,0,0.1213
r 10000 0.1214,H,0,0.1214
r 10000 0.1214,M,1,0.1214
r 10000 0.1214,Q,0,0.1214
r 10000 0.1214,R,0,0.1214
r 10000 0.1215,H,0,0.1215
r 10000 0.1215,M,0,0.1215
r 10000 0.1215,Q,0,0.1215
r 10000 0.1215,R,0,0.1215
r 10000 0.1216,H,0,0.1216
r 10000 0.1216,M,0,0.1216
r 10000 0.1216,Q,0,0.1216
r 10000 0.1216,R,0,0.1216
r 10000 0.1217,H,0,0.1217
r 10000 0.1217,M,0,0.1217
r 10000 0.1217,Q,0,0.1217
r 10000 0.1217,R,0,0.1217
r 10000 0.1218,H,0,0.1218
r 10000 0.1218,M,0,0.1218
r 10000 0.1218,Q,0,0.1218
r 10000 0.1218,R,0,0.1218
r 10000 0.1219,H,0,0.1219
r 10000 0.1219,M,0,0.1219
r 10000 0.1219,Q,0,0.1219
r 10000 0.1219,R,0,0.1219
r 10000 0.1220,H,1,0.1220
r 10000 0.1220,M,0,0.1220
r 10000 0.1220,Q,0,0.1220
r 10000 0.1220,R,0,0.1220
r 10000 0.1221,H,0,0.1221
r 10000 0.1221,M,0,0.1221
r 10000 0.1221,Q,0,0.1221
r 10000 0.1221,R,0,0.1221
r 10000 0.1222,H,0,0.1222
r 10000 0.1222,M,1,0.1222
r 10000 0.1222,Q,0,0.1222
r 10000 0.1222,R,0,0.1222
r 10000 0.1223,H,0,0.1223
r 10000 0.1223,M,0,0.1223
r 10000 0.1223,Q,0,0.1223
r 10000 0.1223,R,0,0.1223
r 10000 0.1224,H,0,0.1224
r 10000 0.1224,M,1,0.1224
r 10000 0.1224,Q,0,0.1224
r 10000 0.1224,R,0,0.1224
r 10000 0.1225,H,0,0.1225
r 10000 0.1225,M,1,0.1225
r 10000 0.1225,Q,0,0.1225
r 10000 0.1225,R,0,0.1225
r 10000 0.1226,H,0,0.1226
r 10000 0.1226,M,1,0.1226
r 10000 0.1226,Q,0,0.1226
r 10000 0.1226,R,0,0.1226
r 10000 0.1227,H,0,0.1227
r 10000 0.1227,M,0,0.1227
r 10000 0.1227,Q,0,0.1227
r 10000 0.1227,R,0,0.1227
r 10000 0.1228,H,0,0.1228
r 10000 0.1228,M,0,0.1228
r 10000 0.1228,Q,0,0.1228
r 10000 0.1228,R,0,0.1228
r 10000 0.1229,H,0,0.1229
r 10000 0.1229,M,0,0.1229
r 10000 0.1229,Q,0,0.1229
r 10000 0.1229,R,0,0.1229
r 10000 0.1230,H,0,0.1230
r 10000 0.1230,M,0,0.1230
r 10000 0.1230,Q,0,0.1230
r 10000 0.1230,R,0,0.1230
r 10000 0.1231,H,0,0.1231
r 10000 0.1231,M,0,0.1231
r 10000 0.1231,Q,0,0.1231
r 10000 0.1231,R,0,0.1231
r 10000 0.1232,H,0,0.1232
r 10000 0.1232,M,0,0.1232
r 10000 0.1232,Q,0,0.1232
r 10000 0.1232,R,0,0.1232
r 10000 0.1233,H,0,0.1233
r 10000 0.1233,M,0,0.1233
r 10000 0.1233,Q,0,0.1233
r 10000 0.1233,R,0,0.1233
r 10000 0.1234,H,0,0.1234
r 10000 0.1234,M,0,0.1234
r 10000 0.1234,Q,0,0.1234
r 10000 0.1234,R,0,0.1234
r 10000 0.1235,H,0,0.1235
r 10000 0.1235,M,0,0.1235
r 10000 0.1235,Q,0,0.1235
r 10000 0.1235,R,0,0.1235
r 10000 0.1236,H,0,0.1236
r 10000 0.1236,M,0,0.1236
r 10000 0.1236,Q,0,0.1236
r 10000 0.1236,R,0,0.1236
r 10000 0.1237,H,0,0.1237
r 10000 0.1237,M,1,0.1237
r 10000 0.1237,Q,0,0.1237
r 10000 0.1237,R,0,0.1237
r 10000 0.1238,H,0,0.1238
r 10000 0.1238,M,0,0.1238
r 10000 0.1238,Q,0,0.1238
r 10000 0.1238,R,1,0.1238
r 10000 0.1239,H,0,0.1239
r 10000 0.1239,M,0,0.1239
r 10000 0.1239,Q,0,0.1239
r 10000 0.1239,R,0,0.1239
r 10000 0.1240,H,0,0.1240
r 10000 0.1240,M,0,0.1240
r 10000 0.1240,Q,0,0.1240
r 10000 0.1240,R,0,0.1240
r 10000 0.1241,H,1,0.1241
r 10000 0.1241,M,0,0.1241
r 10000 0.1241,Q,0,0.1241
r 10000 0.1241,R,0,0.1241
r 10000 0.1242,H,0,0.1242
r 10000 0.1242,M,0,0.1242
r 10000 0.1242,Q,0,0.1242
r 10000 0.1242,R,0,0.1242
r 10000 0.1243,H,0,0.1243
r 10000 0.1243,M,0,0.1243
r 10000 0.1243,Q,0,0.1243
r 10000 0.1243,R,0,0.1243
r 10000 0.1244,H,0,0.1244
r 10000 0.1244,M,0,0.1244
r 10000 0.1244,Q,0,0.1244
r 10000 0.1244,R,0,0.1244
r 10000 0.1245,H,0,0.1245
r 10000 0.1245,M,0,0.1245
r 10000 0.1245,Q,0,0.1245
r 10000 0.1245,R,0,0.1245
r 10000 0.1246,H,0,0.1246
r 10000 0.1246,M,0,0.1246
r 10000 0.1246,Q,0,0.1246
r 10000 0.1246,R,0,0.1246
r 10000 0.1247,H,0,0.1247
r 10000 0.1247,M,0,0.1247
r 10000 0.1247,Q,0,0.1247
r 10000 0.1247,R,0,0.1247
r 10000 0.1248,H,0,0.1248
r 10000 0.1248,M,0,0.1248
r 10000 0.1248,Q,0,0.1248
r 10000 0.1248,R,0,0.1248
r 10000 0.1249,H,0,0.1249
r 10000 0.1249,M,0,0.1249
r 10000 0.1249,Q,0,0.1249
r 10000 0.1249,R,0,0.1249
r 10000 0.1250,H,0,0.1250
r 10000 0.1250,M,0,0.1250
r 10000 0.1250,Q,0,0.1250
r 10000 0.1250,R,1,0.1250
r 10000 0.1251,H,0,0.1251
r 10000 0.1251,M,1,0.1251
r 10000 0.1251,Q,0,0.1251
r 10000 0.1251,R,0,0.1251
r 10000 0.1252,H,0,0.1252
r 10000 0.1252,M,0,0.1252
r 10000 0.1252,Q,0,0.1252
r 10000 0.1252,R,0,0.1252
r 10000 0.1253,H,0,0.1253
r 10000 0.1253,M,0,0.1253
r 10000 0.1253,Q,0,0.1253
r 10000 0.1253,R,0,0.1253
r 10000 0.1254,H,0,0.1254
r 10000 0.1254,M,0,0.1254
r 10000 0.1254,Q,0,0.1254
r 10000 0.1254,R,0,0.1254
r 10000 0.1255,H,0,0.1255
r 10000 0.1255,M,0,0.1255
r 10000 0.1255,Q,0,0.1255
r 10000 0.1255,R,0,0.1255
r 10000 0.1256,H,0,0.1256
r 10000 0.1256,M,0,0.1256
r 10000 0.1256,Q,0,0.1256
r 10000 0.1256,R,0,0.1256
r 10000 0.1257,H,0,0.1257
r 10000 0.1257,M,1,0.1257
r 10000 0.1257,Q,0,0.1257
r 10000 0.1257,R,0,0.1257
r 10000 0.1258,H,0,0.1258
r 10000 0.1258,M,1,0.1258
r 10000 0.1258,Q,0,0.1258
r 10000 0.1258,R,0,0.1258
r 10000 0.1259,H,0,0.1259
r 10000 0.1259,M,1,0.1259
r 10000 0.1259,Q,0,0.1259
r 10000 0.1259,R,0,0.1259
r 10000 0.1260,H,0,0.1260
r 10000 0.1260,M,1,0.1260
r 10000 0.1260,Q,0,0.1260
r 10000 0.1260,R,0,0.1260
r 10000 0.1261,H,0,0.1261
r 10000 0.1261,M,0,0.1261
r 10000 0.1261,Q,0,0.1261
r 10000 0.1261,R,0,0.1261
r 10000 0.1262,H,0,0.1262
r 10000 0.1262,M,0,0.1262
r 10000 0.1262,Q,0,0.1262
r 10000 0.1262,R,1,0.1262
r 10000 0.1263,H,0,0.1263
r 10000 0.1263,M,1,0.1263
r 10000 0.1263,Q,0,0.1263
r 10000 0.1263,R,0,0.1263
r 10000 0.1264,H,0,0.1264
r 10000 0.1264,M,0,0.1264
r 10000 0.1264,Q,0,0.1264
r 10000 0.1264,R,0,0.1264
r 10000 0.1265,H,0,0.1265
r 10000 0.1265,M,0,0.1265
r 10000 0.1265,Q,0,0.1265
r 10000 0.1265,R,0,0.1265
r 10000 0.1266,H,0,0.1266
r 10000 0.1266,M,0,0.1266
r 10000 0.1266,Q,0,0.1266
r 10000 0.1266,R,0,0.1266
r 10000 0.1267,H,0,0.1267
r 10000 0.1267,M,0,0.1267
r 10000 0.1267,Q,0,0.1267
r 10000 0.1267,R,0,0.1267
r 10000 0.1268,H,0,0.1268
r 10000 0.1268,M,0,0.1268
r 10000 0.1268,Q,0,0.1268
r 10000 0.1268,R,0,0.1268
r 10000 0.1269,H,0,0.1269
r 10000 0.1269,M,1,0.1269
r 10000 0.1269,Q,0,0.1269
r 10000 0.1269,R,0,0.1269
r 10000 0.1270,H,0,0.1270
r 10000 0.1270,M,0,0.1270
r 10000 0.1270,Q,0,0.1270
r 10000 0.1270,R,0,0.1270
r 10000 0.1271,H,0,0.1271
r 10000 0.1271,M,0,0.1271
r 10000 0.1271,Q,0,0.1271
r 10000 0.1271,R,0,0.1271
r 10000 0.1272,H,0,0.1272
r 10000 0.1272,M,0,0.1272
r 10000 0.1272,Q,0,0.1272
r 10000 0.1272,R,0,0.1272
r 10000 0.1273,H,0,0.1273
r 10000 0.1273,M,0,0.1273
r 10000 0.1273,Q,0,0.1273
r 10000 0.1273,R,0,0.1273
r 10000 0.1274,H,0,0.1274
r 10000 0.1274,M,0,0.1274
r 10000 0.1274,Q,0,0.1274
r 10000 0.1274,R,0,0.1274
r 10000 0.1275,H,0,0.1275
r 10000 0.1275,M,1,0.1275
r 10000 0.1275,Q,0,0.1275
r 10000 0.1275,R,0,0.1275
r 10000 0.1276,H,0,0.1276
r 10000 0.1276,M,0,0.1276
r 10000 0.1276,Q,0,0.1276
r 10000 0.1276,R,0,0.1276
r 10000 0.1277,H,0,0.1277
r 10000 0.1277,M,0,0.1277
r 10000 0.1277,Q,0,0.1277
r 10000 0.1277,R,0,0.1277
r 10000 0.1278,H,0,0.1278
r 10000 0.1278,M,0,0.1278
r 10000 0.1278,Q,0,0.1278
r 10000 0.1278,R,0,0.1278
r 10000 0.1279,H,0,0.1279
r 10000 0.1279,M,0,0.1279
r 10000 0.1279,Q,0,0.1279
r 10000 0.1279,R,0,0.1279
r 10000 0.1280,H,0,0.1280
r 10000 0.1280,M,0,0.1280
r 10000 0.1280,Q,0,0.1280
r 10000 0.1280,R,0,0.1280
r 10000 0.1281,H,0,0.1281
r 10000 0.1281,M,1,0.1281
r 10000 0.1281,Q,0,0.1281
r 10000 0.1281,R,0,0.1281
r 10000 0.1282,H,0,0.1282
r 10000 0.1282,M,0,0.1282
r 10000 0.1282,Q,0,0.1282
r 10000 0.1282,R,0,0.1282
r 10000 0.1283,H,0,0.1283
r 10000 0.1283,M,0,0.1283
r 10000 0.1283,Q,0,0.1283
r 10000 0.1283,R,0,0.1283
r 10000 0.1284,H,0,0.1284
r 10000 0.1284,M,0,0.1284
r 10000 0.1284,Q,0,0.1284
r 10000 0.1284,R,0,0.1284
r 10000 0.1285,H,0,0.1285
r 10000 0.1285,M,0,0.1285
r 10000 0.1285,Q,0,0.1285
r 10000 0.1285,R,0,0.1285
r 10000 0.1286,H,0,0.1286
r 10000 0.1286,M,0,0.1286
r 10000 0.1286,Q,0,0.1286
r 10000 0.1286,R,0,0.1286
r 10000 0.1287,H,0,0.1287
r 10000 0.1287,M,1,0.1287
r 10000 0.1287,Q,0,0.1287
r 10000 0.1287,R,0,0.1287
r 10000 0.1288,H,0,0.1288
r 10000 0.1288,M,1,0.1288
r 10000 0.1288,Q,0,0.1288
r 10000 0.1288,R,0,0.1288
r 10000 0.1289,H,0,0.1289
r 10000 0.1289,M,0,0.1289
r 10000 0.1289,Q,0,0.1289
r 10000 0.1289,R,1,0.1289
r 10000 0.1290,H,0,0.1290
r 10000 0.1290,M,1,0.1290
r 10000 0.1290,Q,0,0.1290
r 10000 0.1290,R,0,0.1290
r 10000 0.1291,H,0,0.1291
r 10000 0.1291,M,1,0.1291
r 10000 0.1291,Q,0,0.1291
r 10000 0.1291,R,0,0.1291
r 10000 0.1292,H,0,0.1292
r 10000 0.1292,M,1,0.1292
r 10000 0.1292,Q,0,0.1292
r 10000 0.1292,R,0,0.1292
r 10000 0.1293,H,0,0.1293
r 10000 0.1293,M,0,0.1293
r 10000 0.1293,Q,0,0.1293
r 10000 0.1293,R,0,0.1293
r 10000 0.1294,H,0,0.1294
r 10000 0.1294,M,0,0.1294
r 10000 0.1294,Q,0,0.1294
r 10000 0.1294,R,0,0.1294
r 10000 0.1295,H,0,0.1295
r 10000 0.1295,M,0,0.1295
r 10000 0.1295,Q,0,0.1295
r 10000 0.1295,R,0,0.1295
r 10000 0.1296,H,0,0.1296
r 10000 0.1296,M,0,0.1296
r 10000 0.1296,Q,0,0.1296
r 10000 0.1296,R,0,0.1296
r 10000 0.1297,H,0,0.1297
r 10000 0.1297,M,1,0.1297
r 10000 0.1297,Q,0,0.1297
r 10000 0.1297,R,0,0.1297
r 10000 0.1298,H,0,0.1298
r 10000 0.1298,M,0,0.1298
r 10000 0.1298,Q,0,0.1298
r 10000 0.1298,R,0,0.1298
r 10000 0.1299,H,0,0.1299
r 10000 0.1299,M,1,0.1299
r 10000 0.1299,Q,0,0.1299
r 10000 0.1299,R,0,0.1299
r 10000 0.1300,H,0,0.1300
r 10000 0.1300,M,0,0.1300
r 10000 0.1300,Q,0,0.1300
r 10000 0.1300,R,0,0.1300
r 10000 0.1301,H,0,0.1301
r 10000 0.1301,M,0,0.1301
r 10000 0.1301,Q,0,0.1301
r 10000 0.1301,R,0,0.1301
r 10000 0.1302,H,0,0.1302
r 10000 0.1302,M,0,0.1302
r 10000 0.1302,Q,0,0.1302
r 10000 0.1302,R,0,0.1302
r 10000 0.1303,H,0,0.1303
r 10000 0.1303,M,0,0.1303
r 10000 0.1303,Q,0,0.1303
r 10000 0.1303,R,0,0.1303
r 10000 0.1304,H,0,0.1304
r 10000 0.1304,M,0,0.1304
r 10000 0.1304,Q,0,0.1304
r 10000 0.1304,R,0,0.1304
r 10000 0.1305,H,0,0.1305
r 10000 0.1305,M,0,0.1305
r 10000 0.1305,Q,0,0.1305
r 10000 0.1305,R,0,0.1305
r 10000 0.1306,H,0,0.1306
r 10000 0.1306,M,0,0.1306
r 10000 0.1306,Q,0,0.1306
r 10000 0.1306,R,0,0.1306
r 10000 0.1307,H,0,0.1307
r 10000 0.1307,M,0,0.1307
r 10000 0.1307,Q,0,0.1307
r 10000 0.1307,R,0,0.1307
r 10000 0.1308,H,0,0.1308
r 10000 0.1308,M,0,0.1308
r 10000 0.1308,Q,0,0.1308
r 10000 0.1308,R,0,0.1308
r 10000 0.1309,H,0,0.1309
r 10000 0.1309,M,1,0.1309
r 10000 0.1309,Q,0,0.1309
r 10000 0.1309,R,0,0.1309
r 10000 0.1310,H,0,0.1310
r 10000 0.1310,M,1,0.1310
r 10000 0.1310,Q,0,0.1310
r 10000 0.1310,R,0,0.1310
r 10000 0.1311,H,0,0.1311
r 10000 0.1311,M,0,0.1311
r 10000 0.1311,Q,0,0.1311
r 10000 0.1311,R,1,0.1311
r 10000 0.1312,H,0,0.1312
r 10000 0.1312,M,0,0.1312
r 10000 0.1312,Q,0,0.1312
r 10000 0.1312,R,0,0.1312
r 10000 0.1313,H,0,0.1313
r 10000 0.1313,M,0,0.1313
r 10000 0.1313,Q,0,0.1313
r 10000 0.1313,R,0,0.1313
r 10000 0.1314,H,0,0.1314
r 10000 0.1314,M,0,0.1314
r 10000 0.1314,Q,0,0.1314
r 10000 0.1314,R,0,0.1314
r 10000 0.1315,H,0,0.1315
r 10000 0.1315,M,0,0.1315
r 10000 0.1315,Q,0,0.1315
r 10000 0.1315,R,0,0.1315
r 10000 0.1316,H,0,0.1316
r 10000 0.1316,M,0,0.1316
r 10000 0.1316,Q,0,0.1316
r 10000 0.1316,R,0,0.1316
r 10000 0.1317,H,0,0.1317
r 10000 0.1317,M,0,0.1317
r 10000 0.1317,Q,0,0.1317
r 10000 0.1317,R,0,0.1317
r 10000 0.1318,H,0,0.1318
r 10000 0.1318,M,0,0.1318
r 10000 0.1318,Q,0,0.1318
r 10000 0.1318,R,0,0.1318
r 10000 0.1319,H,0,0.1319
r 10000 0.1319,M,0,0.1319
r 10000 0.1319,Q,0,0.1319
r 10000 0.1319,R,0,0.1319
r 10000 0.1320,H,0,0.1320
r 10000 0.1320,M,0,0.1320
r 10000 0.1320,Q,0,0.1320
r 10000 0.1320,R,0,0.1320
r 10000 0.1321,H,0,0.1321
r 10000 0.1321,M,0,0.1321
r 10000 0.1321,Q,0,0.1321
r 10000 0.1321,R,0,0.1321
r 10000 0.1322,H,0,0.1322
r 10000 0.1322,M,0,0.1322
r 10000 0.1322,Q,0,0.1322
r 10000 0.1322,R,0,0.1322
r 10000 0.1323,H,1,0.1323
r 10000 0.1323,M,0,0.1323
r 10000 0.1323,Q,0,0.1323
r 10000 0.1323,R,0,0.1323
r 10000 0.1324,H,0,0.1324
r 10000 0.1324,M,0,0.1324
r 10000 0.1324,Q,0,0.1324
r 10000 0.1324,R,0,0.1324
r 10000 0.1325,H,0,0.1325
r 10000 0.1325,M,1,0.1325
r 10000 0.1325,Q,0,0.1325
r 10000 0.1325,R,0,0.1325
r 10000 0.1326,H,0,0.1326
r 10000 0.1326,M,0,0.1326
r 10000 0.1326,Q,0,0.1326
r 10000 0.1326,R,0,0.1326
r 10000 0.1327,H,0,0.1327
r 10000 0.1327,M,0,0.1327
r 10000 0.1327,Q,0,0.1327
r 10000 0.1327,R,0,0.1327
r 10000 0.1328,H,0,0.1328
r 10000 0.1328,M,0,0.1328
r 10000 0.1328,Q,0,0.1328
r 10000 0.1328,R,0,0.1328
r 10000 0.1329,H,0,0.1329
r 10000 0.1329,M,0,0.1329
r 10000 0.1329,Q,0,0.1329
r 10000 0.1329,R,0,0.1329
r 10000 0.1330,H,0,0.1330
r 10000 0.1330,M,1,0.1330
r 10000 0.1330,Q,0,0.1330
r 10000 0.1330,R,0,0.1330
r 10000 0.1331,H,0,0.1331
r 10000 0.1331,M,0,0.1331
r 10000 0.1331,Q,0,0.1331
r 10000 0.1331,R,0,0.1331
r 10000 0.1332,H,0,0.1332
r 10000 0.1332,M,0,0.1332
r 10000 0.1332,Q,0,0.1332
r 10000 0.1332,R,0,0.1332
r 10000 0.1333,H,0,0.1333
r 10000 0.1333,M,0,0.1333
r 10000 0.1333,Q,0,0.1333
r 10000 0.1333,R,0,0.1333
r 10000 0.1334,H,0,0.1334
r 10000 0.1334,M,0,0.1334
r 10000 0.1334,Q,0,0.1334
r 10000 0.1334,R,0,0.1334
r 10000 0.1335,H,0,0.1335
r 10000 0.1335,M,0,0.1335
r 10000 0.1335,Q,0,0.1335
r 10000 0.1335,R,0,0.1335
r 10000 0.1336,H,0,0.1336
r 10000 0.1336,M,0,0.1336
r 10000 0.1336,Q,0,0.1336
r 10000 0.1336,R,0,0.1336
r 10000 0.1337,H,0,0.1337
r 10000 0.1337,M,1,0.1337
r 10000 0.1337,Q,0,0.1337
r 10000 0.1337,R,0,0.1337
r 10000 0.1338,H,0,0.1338
r 10000 0.1338,M,0,0.1338
r 10000 0.1338,Q,0,0.1338
r 10000 0.1338,R,0,0.1338
r 10000 0.1339,H,0,0.1339
r 10000 0.1339,M,1,0.1339
r 10000 0.1339,Q,0,0.1339
r 10000 0.1339,R,0,0.1339
r 10000 0.1340,H,0,0.1340
r 10000 0.1340,M,0,0.1340
r 10000 0.1340,Q,0,0.1340
r 10000 0.1340,R,0,0.1340
r 10000 0.1341,H,0,0.1341
r 10000 0.1341,M,0,0.1341
r 10000 0.1341,Q,0,0.1341
r 10000 0.1341,R,0,0.1341
r 10000 0.1342,H,0,0.1342
r 10000 0.1342,M,1,0.1342
r 10000 0.1342,Q,0,0.1342
r 10000 0.1342,R,0,0.1342
r 10000 0.1343,H,0,0.1343
r 10000 0.1343,M,1,0.1343
r 10000 0.1343,Q,0,0.1343
r 10000 0.1343,R,0,0.1343
r 10000 0.1344,H,0,0.1344
r 10000 0.1344,M,0,0.1344
r 10000 0.1344,Q,0,0.1344
r 10000 0.1344,R,0,0.1344
r 10000 0.1345,H,0,0.1345
r 10000 0.1345,M,0,0.1345
r 10000 0.1345,Q,0,0.1345
r 10000 0.1345,R,0,0.1345
r 10000 0.1346,H,0,0.1346
r 10000 0.1346,M,0,0.1346
r 10000 0.1346,Q,0,0.1346
r 10000 0.1346,R,0,0.1346
r 10000 0.1347,H,0,0.1347
r 10000 0.1347,M,0,0.1347
r 10000 0.1347,Q,0,0.1347
r 10000 0.1347,R,0,0.1347
r 10000 0.1348,H,1,0.1348
r 10000 0.1348,M,0,0.1348
r 10000 0.1348,Q,0,0.1348
r 10000 0.1348,R,0,0.1348
r 10000 0.1349,H,0,0.1349
r 10000 0.1349,M,1,0.1349
r 10000 0.1349,Q,0,0.1349
r 10000 0.1349,R,0,0.1349
r 10000 0.1350,H,0,0.1350
r 10000 0.1350,M,0,0.1350
r 10000 0.1350,Q,0,0.1350
r 10000 0.1350,R,0,0.1350
r 10000 0.1351,H,0,0.1351
r 10000 0.1351,M,0,0.1351
r 10000 0.1351,Q,0,0.1351
r 10000 0.1351,R,0,0.1351
r 10000 0.1352,H,0,0.1352
r 10000 0.1352,M,0,0.1352
r 10000 0.1352,Q,1,0.1352
r 10000 0.1352,R,0,0.1352
r 10000 0.1353,H,0,0.1353
r 10000 0.1353,M,0,0.1353
r 10000 0.1353,Q,0,0.1353
r 10000 0.1353,R,0,0.1353
r 10000 0.1354,H,0,0.1354
r 10000 0.1354,M,0,0.1354
r 10000 0.1354,Q,0,0.1354
r 10000 0.1354,R,0,0.1354
r 10000 0.1355,H,0,0.1355
r 10000 0.1355,M,0,0.1355
r 10000 0.1355,Q,0,0.1355
r 10000 0.1355,R,0,0.1355
r 10000 0.1356,H,0,0.1356
r 10000 0.1356,M,0,0.1356
r 10000 0.1356,Q,0,0.1356
r 10000 0.1356,R,0,0.1356
r 10000 0.1357,H,0,0.1357
r 10000 0.1357,M,0,0.1357
r 10000 0.1357,Q,0,0.1357
r 10000 0.1357,R,0,0.1357
r 10000 0.1358,H,0,0.1358
r 10000 0.1358,M,0,0.1358
r 10000 0.1358,Q,0,0.1358
r 10000 0.1358,R,0,0.1358
r 10000 0.1359,H,0,0.1359
r 10000 0.1359,M,1,0.1359
r 10000 0.1359,Q,0,0.1359
r 10000 0.1359,R,0,0.1359
r 10000 0.1360,H,0,0.1360
r 10000 0.1360,M,1,0.1360
r 10000 0.1360,Q,0,0.1360
r 10000 0.1360,R,0,0.1360
r 10000 0.1361,H,0,0.1361
r 10000 0.1361,M,0,0.1361
r 10000 0.1361,Q,0,0.1361
r 10000 0.1361,R,1,0.1361
