Algorithm,swapRate,SortedRatio,ExecutionTime
Q,0.007255,0.985716,59
R,0.007255,0.985716,21
I,0.007256,0.985718,8165
H,0.007256,0.985718,52
M,0.007256,0.985718,29
Q,0.007256,0.985718,58
R,0.007256,0.985718,23
I,0.007257,0.985698,8074
H,0.007257,0.985698,51
M,0.007257,0.985698,29
Q,0.007257,0.985698,60
R,0.007257,0.985698,21
I,0.007258,0.985702,8118
H,0.007258,0.985702,53
M,0.007258,0.985702,29
Q,0.007258,0.985702,60
R,0.007258,0.985702,22
I,0.007259,0.985681,8005
H,0.007259,0.985681,51
M,0.007259,0.985681,29
Q,0.007259,0.985681,58
R,0.007259,0.985681,22
I,0.007260,0.985699,7825
H,0.007260,0.985699,51
M,0.007260,0.985699,29
Q,0.007260,0.985699,58
R,0.007260,0.985699,22
I,0.007261,0.985690,8076
H,0.007261,0.985690,52
M,0.007261,0.985690,29
Q,0.007261,0.985690,59
R,0.007261,0.985690,22
I,0.007262,0.985668,7994
H,0.007262,0.985668,51
M,0.007262,0.985668,30
Q,0.007262,0.985668,59
R,0.007262,0.985668,22
I,0.007263,0.985702,8122
H,0.007263,0.985702,51
M,0.007263,0.985702,29
Q,0.007263,0.985702,60
R,0.007263,0.985702,22
I,0.007264,0.985651,8074
H,0.007264,0.985651,52
M,0.007264,0.985651,29
Q,0.007264,0.985651,58
R,0.007264,0.985651,21
I,0.007265,0.985660,8034
H,0.007265,0.985660,51
M,0.007265,0.985660,29
Q,0.007265,0.985660,59
R,0.007265,0.985660,23
I,0.007266,0.985687,8083
H,0.007266,0.985687,51
M,0.007266,0.985687,29
Q,0.007266,0.985687,59
R,0.007266,0.985687,21
I,0.007267,0.985680,8111
H,0.007267,0.985680,51
M,0.007267,0.985680,29
Q,0.007267,0.985680,58
R,0.007267,0.985680,21
I,0.007268,0.985670,8033
H,0.007268,0.985670,51
M,0.007268,0.985670,29
Q,0.007268,0.985670,56
R,0.007268,0.985670,23
I,0.007269,0.985664,8147
H,0.007269,0.985664,51
M,0.007269,0.985664,29
Q,0.007269,0.985664,57
R,0.007269,0.985664,21
I,0.007270,0.985649,8156
H,0.007270,0.985649,52
M,0.007270,0.985649,29
Q,0.007270,0.985649,57
R,0.007270,0.985649,21
I,0.007271,0.985658,8063
H,0.007271,0.985658,51
M,0.007271,0.985658,29
Q,0.007271,0.985658,58
R,0.007271,0.985658,22
I,0.007272,0.985673,8216
H,0.007272,0.985673,52
M,0.007272,0.985673,29
Q,0.007272,0.985673,58
R,0.007272,0.985673,22
I,0.007273,0.985662,8117
H,0.007273,0.985662,53
M,0.007273,0.985662,29
Q,0.007273,0.985662,59
R,0.007273,0.985662,21
I,0.007274,0.985656,8171
H,0.007274,0.985656,51
M,0.007274,0.985656,30
Q,0.007274,0.985656,58
R,0.007274,0.985656,22
I,0.007275,0.985669,8127
H,0.007275,0.985669,52
M,0.007275,0.985669,29
Q,0.007275,0.985669,62
R,0.007275,0.985669,21
I,0.007276,0.985673,8144
H,0.007276,0.985673,52
M,0.007276,0.985673,30
Q,0.007276,0.985673,60
R,0.007276,0.985673,21
I,0.007277,0.985654,8057
H,0.007277,0.985654,51
M,0.007277,0.985654,30
Q,0.007277,0.985654,59
R,0.007277,0.985654,22
I,0.007278,0.985668,8035
H,0.007278,0.985668,52
M,0.007278,0.985668,29
Q,0.007278,0.985668,56
R,0.007278,0.985668,22
I,0.007279,0.985647,8085
H,0.007279,0.985647,52
M,0.007279,0.985647,30
Q,0.007279,0.985647,58
R,0.007279,0.985647,21
I,0.007280,0.985637,7997
H,0.007280,0.985637,51
M,0.007280,0.985637,30
Q,0.007280,0.985637,58
R,0.007280,0.985637,23
I,0.007281,0.985656,8065
H,0.007281,0.985656,52
M,0.007281,0.985656,30
Q,0.007281,0.985656,58
R,0.007281,0.985656,22
I,0.007282,0.985667,8068
H,0.007282,0.985667,52
M,0.007282,0.985667,29
Q,0.007282,0.985667,60
R,0.007282,0.985667,22
I,0.007283,0.985647,8155
H,0.007283,0.985647,51
M,0.007283,0.985647,29
Q,0.007283,0.985647,57
R,0.007283,0.985647,23
I,0.007284,0.985637,8121
H,0.007284,0.985637,52
M,0.007284,0.985637,29
Q,0.007284,0.985637,62
R,0.007284,0.985637,22
I,0.007285,0.985639,8115
H,0.007285,0.985639,52
M,0.007285,0.985639,30
Q,0.007285,0.985639,59
R,0.007285,0.985639,22
I,0.007286,0.985629,8121
H,0.007286,0.985629,51
M,0.007286,0.985629,29
Q,0.007286,0.985629,58
R,0.007286,0.985629,22
I,0.007287,0.985623,8103
H,0.007287,0.985623,51
M,0.007287,0.985623,29
Q,0.007287,0.985623,58
R,0.007287,0.985623,21
I,0.007288,0.985628,8118
H,0.007288,0.985628,51
M,0.007288,0.985628,29
Q,0.007288,0.985628,58
R,0.007288,0.985628,21
I,0.007289,0.985639,8031
H,0.007289,0.985639,51
M,0.007289,0.985639,29
Q,0.007289,0.985639,63
R,0.007289,0.985639,23
I,0.007290,0.985620,8055
H,0.007290,0.985620,51
M,0.007290,0.985620,29
Q,0.007290,0.985620,59
R,0.007290,0.985620,22
I,0.007291,0.985619,8119
H,0.007291,0.985619,52
M,0.007291,0.985619,29
Q,0.007291,0.985619,59
R,0.007291,0.985619,22
I,0.007292,0.985612,8128
H,0.007292,0.985612,51
M,0.007292,0.985612,29
Q,0.007292,0.985612,59
R,0.007292,0.985612,22
I,0.007293,0.985627,8101
H,0.007293,0.985627,51
M,0.007293,0.985627,29
Q,0.007293,0.985627,90
R,0.007293,0.985627,21
I,0.007294,0.985629,8178
H,0.007294,0.985629,53
M,0.007294,0.985629,29
Q,0.007294,0.985629,58
R,0.007294,0.985629,21
I,0.007295,0.985623,8159
H,0.007295,0.985623,51
M,0.007295,0.985623,29
Q,0.007295,0.985623,60
R,0.007295,0.985623,22
I,0.007296,0.985590,8154
H,0.007296,0.985590,51
M,0.007296,0.985590,29
Q,0.007296,0.985590,58
R,0.007296,0.985590,21
I,0.007297,0.985617,8060
H,0.007297,0.985617,53
M,0.007297,0.985617,29
Q,0.007297,0.985617,59
R,0.007297,0.985617,21
I,0.007298,0.985610,8023
H,0.007298,0.985610,52
M,0.007298,0.985610,29
Q,0.007298,0.985610,59
R,0.007298,0.985610,22
I,0.007299,0.985620,8033
H,0.007299,0.985620,52
M,0.007299,0.985620,29
Q,0.007299,0.985620,59
R,0.007299,0.985620,21
I,0.007300,0.985611,7992
H,0.007300,0.985611,53
M,0.007300,0.985611,29
Q,0.007300,0.985611,60
R,0.007300,0.985611,21
I,0.007301,0.985596,8212
H,0.007301,0.985596,51
M,0.007301,0.985596,30
Q,0.007301,0.985596,63
R,0.007301,0.985596,22
I,0.007302,0.985627,7961
H,0.007302,0.985627,52
M,0.007302,0.985627,29
Q,0.007302,0.985627,59
R,0.007302,0.985627,21
I,0.007303,0.985603,8107
H,0.007303,0.985603,52
M,0.007303,0.985603,30
Q,0.007303,0.985603,58
R,0.007303,0.985603,21
I,0.007304,0.985599,8149
H,0.007304,0.985599,51
M,0.007304,0.985599,30
Q,0.007304,0.985599,61
R,0.007304,0.985599,23
I,0.007305,0.985600,8273
H,0.007305,0.985600,52
M,0.007305,0.985600,29
Q,0.007305,0.985600,59
R,0.007305,0.985600,21
I,0.007306,0.985598,8080
H,0.007306,0.985598,54
M,0.007306,0.985598,29
Q,0.007306,0.985598,57
R,0.007306,0.985598,22
I,0.007307,0.985593,8099
H,0.007307,0.985593,52
M,0.007307,0.985593,29
Q,0.007307,0.985593,64
R,0.007307,0.985593,23
I,0.007308,0.985600,8088
H,0.007308,0.985600,51
M,0.007308,0.985600,29
Q,0.007308,0.985600,57
R,0.007308,0.985600,22
I,0.007309,0.985593,8236
H,0.007309,0.985593,51
M,0.007309,0.985593,29
Q,0.007309,0.985593,58
R,0.007309,0.985593,21
I,0.007310,0.985600,8142
H,0.007310,0.985600,51
M,0.007310,0.985600,29
Q,0.007310,0.985600,58
R,0.007310,0.985600,22
I,0.007311,0.985585,8236
H,0.007311,0.985585,51
M,0.007311,0.985585,29
Q,0.007311,0.985585,61
R,0.007311,0.985585,21
I,0.007312,0.985604,8100
H,0.007312,0.985604,52
M,0.007312,0.985604,29
Q,0.007312,0.985604,58
R,0.007312,0.985604,21
I,0.007313,0.985577,8154
H,0.007313,0.985577,52
M,0.007313,0.985577,29
Q,0.007313,0.985577,59
R,0.007313,0.985577,23
I,0.007314,0.985592,8157
H,0.007314,0.985592,51
M,0.007314,0.985592,29
Q,0.007314,0.985592,60
R,0.007314,0.985592,21
I,0.007315,0.985570,8191
H,0.007315,0.985570,52
M,0.007315,0.985570,29
Q,0.007315,0.985570,58
R,0.007315,0.985570,22
I,0.007316,0.985558,8118
H,0.007316,0.985558,51
M,0.007316,0.985558,29
Q,0.007316,0.985558,60
R,0.007316,0.985558,22
I,0.007317,0.985589,8116
H,0.007317,0.985589,51
M,0.007317,0.985589,29
Q,0.007317,0.985589,60
R,0.007317,0.985589,21
I,0.007318,0.985565,8154
H,0.007318,0.985565,53
M,0.007318,0.985565,29
Q,0.007318,0.985565,58
R,0.007318,0.985565,22
I,0.007319,0.985569,8278
H,0.007319,0.985569,51
M,0.007319,0.985569,29
Q,0.007319,0.985569,59
R,0.007319,0.985569,22
I,0.007320,0.985589,8172
H,0.007320,0.985589,51
M,0.007320,0.985589,29
Q,0.007320,0.985589,58
R,0.007320,0.985589,21
I,0.007321,0.985578,8166
H,0.007321,0.985578,52
M,0.007321,0.985578,29
Q,0.007321,0.985578,56
R,0.007321,0.985578,21
I,0.007322,0.985559,8220
H,0.007322,0.985559,51
M,0.007322,0.985559,29
Q,0.007322,0.985559,58
R,0.007322,0.985559,22
I,0.007323,0.985570,8130
H,0.007323,0.985570,51
M,0.007323,0.985570,29
Q,0.007323,0.985570,86
R,0.007323,0.985570,22
I,0.007324,0.985561,8136
H,0.007324,0.985561,53
M,0.007324,0.985561,29
Q,0.007324,0.985561,58
R,0.007324,0.985561,22
I,0.007325,0.985581,8147
H,0.007325,0.985581,51
M,0.007325,0.985581,30
Q,0.007325,0.985581,64
R,0.007325,0.985581,22
I,0.007326,0.985539,8208
H,0.007326,0.985539,52
M,0.007326,0.985539,29
Q,0.007326,0.985539,58
R,0.007326,0.985539,21
I,0.007327,0.985554,8126
H,0.007327,0.985554,52
M,0.007327,0.985554,29
Q,0.007327,0.985554,57
R,0.007327,0.985554,21
I,0.007328,0.985563,8055
H,0.007328,0.985563,52
M,0.007328,0.985563,29
Q,0.007328,0.985563,59
R,0.007328,0.985563,23
I,0.007329,0.985574,8050
H,0.007329,0.985574,52
M,0.007329,0.985574,29
Q,0.007329,0.985574,58
R,0.007329,0.985574,22
I,0.007330,0.985556,8163
H,0.007330,0.985556,52
M,0.007330,0.985556,29
Q,0.007330,0.985556,60
R,0.007330,0.985556,22
I,0.007331,0.985530,8117
H,0.007331,0.985530,51
M,0.007331,0.985530,29
Q,0.007331,0.985530,61
R,0.007331,0.985530,22
I,0.007332,0.985549,8186
H,0.007332,0.985549,52
M,0.007332,0.985549,29
Q,0.007332,0.985549,62
R,0.007332,0.985549,21
I,0.007333,0.985550,8139
H,0.007333,0.985550,52
M,0.007333,0.985550,29
Q,0.007333,0.985550,61
R,0.007333,0.985550,22
I,0.007334,0.985545,8181
H,0.007334,0.985545,53
M,0.007334,0.985545,29
Q,0.007334,0.985545,58
R,0.007334,0.985545,22
I,0.007335,0.985546,8316
H,0.007335,0.985546,52
M,0.007335,0.985546,29
Q,0.007335,0.985546,60
R,0.007335,0.985546,22
I,0.007336,0.985537,8086
H,0.007336,0.985537,52
M,0.007336,0.985537,29
Q,0.007336,0.985537,59
R,0.007336,0.985537,22
I,0.007337,0.985543,8194
H,0.007337,0.985543,51
M,0.007337,0.985543,30
Q,0.007337,0.985543,57
R,0.007337,0.985543,22
I,0.007338,0.985542,8189
H,0.007338,0.985542,51
M,0.007338,0.985542,30
Q,0.007338,0.985542,58
R,0.007338,0.985542,21
I,0.007339,0.985509,8090
H,0.007339,0.985509,52
M,0.007339,0.985509,29
Q,0.007339,0.985509,59
R,0.007339,0.985509,22
I,0.007340,0.985535,8209
H,0.007340,0.985535,51
M,0.007340,0.985535,29
Q,0.007340,0.985535,58
R,0.007340,0.985535,22
I,0.007341,0.985535,8226
H,0.007341,0.985535,51
M,0.007341,0.985535,29
Q,0.007341,0.985535,57
R,0.007341,0.985535,22
I,0.007342,0.985501,8018
H,0.007342,0.985501,53
M,0.007342,0.985501,29
Q,0.007342,0.985501,60
R,0.007342,0.985501,21
I,0.007343,0.985523,8221
H,0.007343,0.985523,51
M,0.007343,0.985523,30
Q,0.007343,0.985523,62
R,0.007343,0.985523,22
I,0.007344,0.985535,8208
H,0.007344,0.985535,51
M,0.007344,0.985535,29
Q,0.007344,0.985535,60
R,0.007344,0.985535,21
I,0.007345,0.985523,8176
H,0.007345,0.985523,51
M,0.007345,0.985523,29
Q,0.007345,0.985523,57
R,0.007345,0.985523,21
I,0.007346,0.985535,8237
H,0.007346,0.985535,51
M,0.007346,0.985535,30
Q,0.007346,0.985535,58
R,0.007346,0.985535,23
I,0.007347,0.985520,8161
H,0.007347,0.985520,51
M,0.007347,0.985520,29
Q,0.007347,0.985520,60
R,0.007347,0.985520,22
I,0.007348,0.985507,8121
H,0.007348,0.985507,52
M,0.007348,0.985507,29
Q,0.007348,0.985507,59
R,0.007348,0.985507,21
I,0.007349,0.985508,8295
H,0.007349,0.985508,51
M,0.007349,0.985508,30
Q,0.007349,0.985508,60
R,0.007349,0.985508,23
I,0.007350,0.985511,8231
H,0.007350,0.985511,51
M,0.007350,0.985511,29
Q,0.007350,0.985511,59
R,0.007350,0.985511,21
I,0.007351,0.985509,8089
H,0.007351,0.985509,52
M,0.007351,0.985509,30
Q,0.007351,0.985509,57
R,0.007351,0.985509,21
I,0.007352,0.985524,8210
H,0.007352,0.985524,52
M,0.007352,0.985524,29
Q,0.007352,0.985524,58
R,0.007352,0.985524,23
I,0.007353,0.985513,8150
H,0.007353,0.985513,51
M,0.007353,0.985513,29
Q,0.007353,0.985513,58
R,0.007353,0.985513,22
I,0.007354,0.985500,8322
H,0.007354,0.985500,52
M,0.007354,0.985500,29
Q,0.007354,0.985500,59
R,0.007354,0.985500,21
I,0.007355,0.985519,8186
H,0.007355,0.985519,51
M,0.007355,0.985519,30
Q,0.007355,0.985519,61
R,0.007355,0.985519,22
I,0.007356,0.985488,8213
H,0.007356,0.985488,52
M,0.007356,0.985488,29
Q,0.007356,0.985488,57
R,0.007356,0.985488,21
I,0.007357,0.985518,8070
H,0.007357,0.985518,52
M,0.007357,0.985518,29
Q,0.007357,0.985518,57
R,0.007357,0.985518,21
I,0.007358,0.985522,8179
H,0.007358,0.985522,51
M,0.007358,0.985522,30
Q,0.007358,0.985522,57
R,0.007358,0.985522,22
I,0.007359,0.985504,8231
H,0.007359,0.985504,51
M,0.007359,0.985504,30
Q,0.007359,0.985504,58
R,0.007359,0.985504,21
I,0.007360,0.985486,8208
H,0.007360,0.985486,53
M,0.007360,0.985486,29
Q,0.007360,0.985486,59
R,0.007360,0.985486,22
I,0.007361,0.985497,8214
H,0.007361,0.985497,52
M,0.007361,0.985497,29
Q,0.007361,0.985497,63
R,0.007361,0.985497,23
I,0.007362,0.985499,8207
H,0.007362,0.985499,51
M,0.007362,0.985499,29
Q,0.007362,0.985499,60
R,0.007362,0.985499,21
I,0.007363,0.985504,8177
H,0.007363,0.985504,53
M,0.007363,0.985504,29
Q,0.007363,0.985504,59
R,0.007363,0.985504,21
I,0.007364,0.985494,8276
H,0.007364,0.985494,51
M,0.007364,0.985494,29
Q,0.007364,0.985494,58
R,0.007364,0.985494,22
I,0.007365,0.985498,8352
H,0.007365,0.985498,51
M,0.007365,0.985498,30
Q,0.007365,0.985498,59
R,0.007365,0.985498,22
I,0.007366,0.985480,8260
H,0.007366,0.985480,52
M,0.007366,0.985480,30
Q,0.007366,0.985480,56
R,0.007366,0.985480,22
I,0.007367,0.985485,8177
H,0.007367,0.985485,52
M,0.007367,0.985485,29
Q,0.007367,0.985485,58
R,0.007367,0.985485,23
I,0.007368,0.985490,8209
H,0.007368,0.985490,52
M,0.007368,0.985490,29
Q,0.007368,0.985490,59
R,0.007368,0.985490,21
I,0.007369,0.985480,8293
H,0.007369,0.985480,53
M,0.007369,0.985480,29
Q,0.007369,0.985480,59
R,0.007369,0.985480,21
I,0.007370,0.985496,8287
H,0.007370,0.985496,51
M,0.007370,0.985496,30
Q,0.007370,0.985496,57
R,0.007370,0.985496,23
I,0.007371,0.985451,8107
H,0.007371,0.985451,51
M,0.007371,0.985451,29
Q,0.007371,0.985451,59
R,0.007371,0.985451,21
I,0.007372,0.985478,8207
H,0.007372,0.985478,52
M,0.007372,0.985478,29
Q,0.007372,0.985478,58
R,0.007372,0.985478,22
I,0.007373,0.985493,8272
H,0.007373,0.985493,52
M,0.007373,0.985493,29
Q,0.007373,0.985493,86
R,0.007373,0.985493,23
I,0.007374,0.985444,8255
H,0.007374,0.985444,52
M,0.007374,0.985444,29
Q,0.007374,0.985444,58
R,0.007374,0.985444,22
I,0.007375,0.985478,8049
H,0.007375,0.985478,52
M,0.007375,0.985478,30
Q,0.007375,0.985478,60
R,0.007375,0.985478,22
I,0.007376,0.985470,8174
H,0.007376,0.985470,51
M,0.007376,0.985470,29
Q,0.007376,0.985470,61
R,0.007376,0.985470,22
I,0.007377,0.985455,8238
H,0.007377,0.985455,51
M,0.007377,0.985455,29
Q,0.007377,0.985455,58
R,0.007377,0.985455,21
I,0.007378,0.985457,8204
H,0.007378,0.985457,52
M,0.007378,0.985457,30
Q,0.007378,0.985457,60
R,0.007378,0.985457,21
I,0.007379,0.985438,8244
H,0.007379,0.985438,51
M,0.007379,0.985438,29
Q,0.007379,0.985438,58
R,0.007379,0.985438,22
I,0.007380,0.985448,8186
H,0.007380,0.985448,51
M,0.007380,0.985448,30
Q,0.007380,0.985448,57
R,0.007380,0.985448,22
I,0.007381,0.985449,8332
H,0.007381,0.985449,54
M,0.007381,0.985449,30
Q,0.007381,0.985449,58
R,0.007381,0.985449,21
I,0.007382,0.985454,8185
H,0.007382,0.985454,51
M,0.007382,0.985454,29
Q,0.007382,0.985454,59
R,0.007382,0.985454,23
I,0.007383,0.985446,8322
H,0.007383,0.985446,51
M,0.007383,0.985446,29
Q,0.007383,0.985446,59
R,0.007383,0.985446,22
I,0.007384,0.985441,8247
H,0.007384,0.985441,52
M,0.007384,0.985441,29
Q,0.007384,0.985441,57
R,0.007384,0.985441,22
I,0.007385,0.985466,8088
H,0.007385,0.985466,51
M,0.007385,0.985466,29
Q,0.007385,0.985466,59
R,0.007385,0.985466,22
I,0.007386,0.985443,8278
H,0.007386,0.985443,51
M,0.007386,0.985443,29
Q,0.007386,0.985443,59
R,0.007386,0.985443,21
I,0.007387,0.985450,8371
H,0.007387,0.985450,53
M,0.007387,0.985450,29
Q,0.007387,0.985450,60
R,0.007387,0.985450,22
I,0.007388,0.985435,8253
H,0.007388,0.985435,51
M,0.007388,0.985435,29
Q,0.007388,0.985435,57
R,0.007388,0.985435,23
I,0.007389,0.985428,8162
H,0.007389,0.985428,51
M,0.007389,0.985428,29
Q,0.007389,0.985428,57
R,0.007389,0.985428,21
I,0.007390,0.985431,8245
H,0.007390,0.985431,52
M,0.007390,0.985431,29
Q,0.007390,0.985431,60
R,0.007390,0.985431,21
I,0.007391,0.985442,8189
H,0.007391,0.985442,51
M,0.007391,0.985442,29
Q,0.007391,0.985442,58
R,0.007391,0.985442,23
I,0.007392,0.985428,8192
H,0.007392,0.985428,51
M,0.007392,0.985428,29
Q,0.007392,0.985428,58
R,0.007392,0.985428,21
I,0.007393,0.985433,8241
H,0.007393,0.985433,53
M,0.007393,0.985433,29
Q,0.007393,0.985433,58
R,0.007393,0.985433,22
I,0.007394,0.985456,8206
H,0.007394,0.985456,51
M,0.007394,0.985456,30
Q,0.007394,0.985456,57
R,0.007394,0.985456,22
I,0.007395,0.985434,8153
H,0.007395,0.985434,51
M,0.007395,0.985434,29
Q,0.007395,0.985434,58
R,0.007395,0.985434,22
I,0.007396,0.985415,8325
H,0.007396,0.985415,52
M,0.007396,0.985415,29
Q,0.007396,0.985415,61
R,0.007396,0.985415,22
I,0.007397,0.985416,8240
H,0.007397,0.985416,52
M,0.007397,0.985416,29
Q,0.007397,0.985416,57
R,0.007397,0.985416,22
I,0.007398,0.985440,8234
H,0.007398,0.985440,51
M,0.007398,0.985440,30
Q,0.007398,0.985440,58
R,0.007398,0.985440,22
I,0.007399,0.985438,8098
H,0.007399,0.985438,52
M,0.007399,0.985438,29
Q,0.007399,0.985438,59
R,0.007399,0.985438,22
I,0.007400,0.985435,8214
H,0.007400,0.985435,51
M,0.007400,0.985435,29
Q,0.007400,0.985435,58
R,0.007400,0.985435,22
I,0.007401,0.985404,8262
H,0.007401,0.985404,52
M,0.007401,0.985404,29
Q,0.007401,0.985404,62
R,0.007401,0.985404,22
I,0.007402,0.985406,8172
H,0.007402,0.985406,53
M,0.007402,0.985406,29
Q,0.007402,0.985406,57
R,0.007402,0.985406,21
I,0.007403,0.985417,8172
H,0.007403,0.985417,51
M,0.007403,0.985417,30
Q,0.007403,0.985417,57
R,0.007403,0.985417,22
I,0.007404,0.985415,8221
H,0.007404,0.985415,52
M,0.007404,0.985415,29
Q,0.007404,0.985415,61
R,0.007404,0.985415,22
I,0.007405,0.985398,8224
H,0.007405,0.985398,52
M,0.007405,0.985398,30
Q,0.007405,0.985398,57
R,0.007405,0.985398,21
I,0.007406,0.985392,8279
H,0.007406,0.985392,51
M,0.007406,0.985392,29
Q,0.007406,0.985392,58
R,0.007406,0.985392,23
I,0.007407,0.985393,8317
H,0.007407,0.985393,51
M,0.007407,0.985393,30
Q,0.007407,0.985393,57
R,0.007407,0.985393,21
I,0.007408,0.985376,8341
H,0.007408,0.985376,53
M,0.007408,0.985376,29
Q,0.007408,0.985376,58
R,0.007408,0.985376,22
I,0.007409,0.985395,8235
H,0.007409,0.985395,52
M,0.007409,0.985395,29
Q,0.007409,0.985395,58
R,0.007409,0.985395,22
I,0.007410,0.985409,8279
H,0.007410,0.985409,52
M,0.007410,0.985409,29
Q,0.007410,0.985409,57
R,0.007410,0.985409,21
I,0.007411,0.985414,8323
H,0.007411,0.985414,53
M,0.007411,0.985414,29
Q,0.007411,0.985414,60
R,0.007411,0.985414,21
I,0.007412,0.985389,8317
H,0.007412,0.985389,52
M,0.007412,0.985389,29
Q,0.007412,0.985389,58
R,0.007412,0.985389,22
I,0.007413,0.985383,8255
H,0.007413,0.985383,51
M,0.007413,0.985383,29
Q,0.007413,0.985383,60
R,0.007413,0.985383,21
I,0.007414,0.985390,8217
H,0.007414,0.985390,52
M,0.007414,0.985390,29
Q,0.007414,0.985390,57
R,0.007414,0.985390,21
I,0.007415,0.985411,8401
H,0.007415,0.985411,52
M,0.007415,0.985411,30
Q,0.007415,0.985411,59
R,0.007415,0.985411,22
I,0.007416,0.985409,8280
H,0.007416,0.985409,52
M,0.007416,0.985409,29
Q,0.007416,0.985409,63
R,0.007416,0.985409,22
I,0.007417,0.985383,8178
H,0.007417,0.985383,53
M,0.007417,0.985383,29
Q,0.007417,0.985383,57
R,0.007417,0.985383,21
I,0.007418,0.985350,8190
H,0.007418,0.985350,51
M,0.007418,0.985350,30
Q,0.007418,0.985350,58
R,0.007418,0.985350,22
I,0.007419,0.985367,8309
H,0.007419,0.985367,51
M,0.007419,0.985367,29
Q,0.007419,0.985367,59
R,0.007419,0.985367,21
I,0.007420,0.985374,8259
H,0.007420,0.985374,53
M,0.007420,0.985374,29
Q,0.007420,0.985374,60
R,0.007420,0.985374,21
I,0.007421,0.985379,8217
H,0.007421,0.985379,51
M,0.007421,0.985379,29
Q,0.007421,0.985379,61
R,0.007421,0.985379,22
I,0.007422,0.985390,8232
H,0.007422,0.985390,51
M,0.007422,0.985390,30
Q,0.007422,0.985390,57
R,0.007422,0.985390,21
I,0.007423,0.985370,8269
H,0.007423,0.985370,52
M,0.007423,0.985370,29
Q,0.007423,0.985370,58
R,0.007423,0.985370,22
I,0.007424,0.985380,8213
H,0.007424,0.985380,53
M,0.007424,0.985380,29
Q,0.007424,0.985380,58
R,0.007424,0.985380,22
I,0.007425,0.985380,8249
H,0.007425,0.985380,51
M,0.007425,0.985380,29
Q,0.007425,0.985380,60
R,0.007425,0.985380,22
I,0.007426,0.985372,8242
H,0.007426,0.985372,52
M,0.007426,0.985372,29
Q,0.007426,0.985372,58
R,0.007426,0.985372,22
I,0.007427,0.985377,8232
H,0.007427,0.985377,51
M,0.007427,0.985377,29
Q,0.007427,0.985377,58
R,0.007427,0.985377,22
I,0.007428,0.985358,8246
H,0.007428,0.985358,51
M,0.007428,0.985358,30
Q,0.007428,0.985358,58
R,0.007428,0.985358,21
I,0.007429,0.985356,8291
H,0.007429,0.985356,52
M,0.007429,0.985356,29
Q,0.007429,0.985356,57
R,0.007429,0.985356,22
I,0.007430,0.985360,8281
H,0.007430,0.985360,51
M,0.007430,0.985360,29
Q,0.007430,0.985360,59
R,0.007430,0.985360,22
I,0.007431,0.985367,8158
H,0.007431,0.985367,51
M,0.007431,0.985367,29
Q,0.007431,0.985367,59
R,0.007431,0.985367,22
I,0.007432,0.985365,8171
H,0.007432,0.985365,52
M,0.007432,0.985365,29
Q,0.007432,0.985365,74
R,0.007432,0.985365,22
I,0.007433,0.985368,8338
H,0.007433,0.985368,51
M,0.007433,0.985368,29
Q,0.007433,0.985368,59
R,0.007433,0.985368,24
I,0.007434,0.985348,8267
H,0.007434,0.985348,51
M,0.007434,0.985348,29
Q,0.007434,0.985348,58
R,0.007434,0.985348,22
I,0.007435,0.985376,8274
H,0.007435,0.985376,52
M,0.007435,0.985376,29
Q,0.007435,0.985376,57
R,0.007435,0.985376,21
I,0.007436,0.985347,8293
H,0.007436,0.985347,51
M,0.007436,0.985347,29
Q,0.007436,0.985347,59
R,0.007436,0.985347,22
I,0.007437,0.985352,8375
H,0.007437,0.985352,51
M,0.007437,0.985352,29
Q,0.007437,0.985352,59
R,0.007437,0.985352,21
I,0.007438,0.985337,8448
H,0.007438,0.985337,52
M,0.007438,0.985337,29
Q,0.007438,0.985337,58
R,0.007438,0.985337,22
I,0.007439,0.985327,8317
H,0.007439,0.985327,51
M,0.007439,0.985327,29
Q,0.007439,0.985327,59
R,0.007439,0.985327,23
I,0.007440,0.985358,8238
H,0.007440,0.985358,52
M,0.007440,0.985358,29
Q,0.007440,0.985358,59
R,0.007440,0.985358,22
I,0.007441,0.985360,8356
H,0.007441,0.985360,52
M,0.007441,0.985360,29
Q,0.007441,0.985360,58
R,0.007441,0.985360,22
I,0.007442,0.985338,8257
H,0.007442,0.985338,51
M,0.007442,0.985338,29
Q,0.007442,0.985338,59
R,0.007442,0.985338,22
I,0.007443,0.985350,8255
H,0.007443,0.985350,51
M,0.007443,0.985350,29
Q,0.007443,0.985350,58
R,0.007443,0.985350,22
I,0.007444,0.985307,8310
H,0.007444,0.985307,51
M,0.007444,0.985307,29
Q,0.007444,0.985307,57
R,0.007444,0.985307,22
I,0.007445,0.985346,8289
H,0.007445,0.985346,51
M,0.007445,0.985346,29
Q,0.007445,0.985346,57
R,0.007445,0.985346,22
I,0.007446,0.985357,8374
H,0.007446,0.985357,51
M,0.007446,0.985357,29
Q,0.007446,0.985357,61
R,0.007446,0.985357,21
I,0.007447,0.985332,8303
H,0.007447,0.985332,52
M,0.007447,0.985332,29
Q,0.007447,0.985332,57
R,0.007447,0.985332,21
I,0.007448,0.985309,8183
H,0.007448,0.985309,51
M,0.007448,0.985309,30
Q,0.007448,0.985309,55
R,0.007448,0.985309,23
I,0.007449,0.985302,8268
H,0.007449,0.985302,51
M,0.007449,0.985302,29
